"","State","Countynames","Code","FIPS","Population"
"2309","South Carolina","Allendale ","SC",45005,17806
"2310","South Carolina","Anderson ","SC",45007,400964
"2311","South Carolina","Bamberg ","SC",45009,28550
"2312","South Carolina","Barnwell ","SC",45011,42224
"2313","South Carolina","Beaufort ","SC",45013,377430
"2314","South Carolina","Berkeley ","SC",45015,442182
"2315","South Carolina","Calhoun ","SC",45017,29040
"2316","South Carolina","Charleston ","SC",45019,811810
"2317","South Carolina","Cherokee ","SC",45021,114156
"2318","South Carolina","Chester ","SC",45023,64502
"2319","South Carolina","Chesterfield ","SC",45025,91508
"2320","South Carolina","Clarendon ","SC",45027,67400
"2321","South Carolina","Colleton ","SC",45029,75320
"2322","South Carolina","Darlington ","SC",45031,133604
"2323","South Carolina","Dillon ","SC",45033,61198
"2324","South Carolina","Dorchester ","SC",45035,321294
"2325","South Carolina","Edgefield ","SC",45037,54104
"2326","South Carolina","Fairfield ","SC",45039,44804
"2327","South Carolina","Florence ","SC",45041,276318
"2328","South Carolina","Georgetown ","SC",45043,124498
"2329","South Carolina","Greenville ","SC",45045,1028426
"2330","South Carolina","Greenwood ","SC",45047,141482
"2331","South Carolina","Hampton ","SC",45049,38702
"2332","South Carolina","Horry ","SC",45051,688294
"2333","South Carolina","Jasper ","SC",45053,57942
"2334","South Carolina","Kershaw ","SC",45055,131184
"2335","South Carolina","Lancaster ","SC",45057,190760
"2336","South Carolina","Laurens ","SC",45059,133988
"2337","South Carolina","Lee ","SC",45061,34284
"2338","South Carolina","Lexington ","SC",45063,590064
"2339","South Carolina","Marion ","SC",45067,62078
"2340","South Carolina","Marlboro ","SC",45069,52796
"2341","South Carolina","McCormick ","SC",45065,18820
"2342","South Carolina","Newberry ","SC",45071,77040
"2343","South Carolina","Oconee ","SC",45073,156748
"2344","South Carolina","Orangeburg ","SC",45075,173868
"2345","South Carolina","Pickens ","SC",45077,249874
"2346","South Carolina","Richland ","SC",45079,829152
"2347","South Carolina","Saluda ","SC",45081,41088
"2348","South Carolina","Spartanburg ","SC",45083,627776
"2349","South Carolina","Sumter ","SC",45085,213024
"2350","South Carolina","Union ","SC",45087,54820
"2351","South Carolina","Williamsburg ","SC",45089,61212
"2352","South Carolina","York ","SC",45091,548236
"2353","South Dakota","Aurora ","SD",46003,5602
"2354","South Dakota","Beadle ","SD",46005,37766
"2355","South Dakota","Bennett ","SD",46007,6936
"2356","South Dakota","Bon Homme ","SD",46009,13960
"2357","South Dakota","Brookings ","SD",46011,70464
"2358","South Dakota","Brown ","SD",46013,78632
"2359","South Dakota","Brule ","SD",46015,10458
"2360","South Dakota","Buffalo ","SD",46017,4072
"2361","South Dakota","Butte ","SD",46019,20444
"2362","South Dakota","Campbell ","SD",46021,2754
"2363","South Dakota","Charles Mix ","SD",46023,18676
"2364","South Dakota","Clark ","SD",46025,7478
"2365","South Dakota","Clay ","SD",46027,28082
"2366","South Dakota","Codington ","SD",46029,56030
"2367","South Dakota","Corson ","SD",46031,8330
"2368","South Dakota","Custer ","SD",46033,17452
"2369","South Dakota","Davison ","SD",46035,39580
"2370","South Dakota","Day ","SD",46037,11010
"2371","South Dakota","Deuel ","SD",46039,8674
"2372","South Dakota","Dewey ","SD",46041,11808
"2373","South Dakota","Douglas ","SD",46043,5870
"2374","South Dakota","Edmunds ","SD",46045,7750
"2375","South Dakota","Fall River ","SD",46047,13516
"2376","South Dakota","Faulk ","SD",46049,4660
"2377","South Dakota","Grant ","SD",46051,14294
"2378","South Dakota","Gregory ","SD",46053,8424
"2379","South Dakota","Haakon ","SD",46055,3836
"2380","South Dakota","Hamlin ","SD",46057,12222
"2381","South Dakota","Hand ","SD",46059,6524
"2382","South Dakota","Hanson ","SD",46061,6752
"2383","South Dakota","Harding ","SD",46063,2498
"2384","South Dakota","Hughes ","SD",46065,35300
"2385","South Dakota","Hutchinson ","SD",46067,14760
"2386","South Dakota","Hyde ","SD",46069,2564
"2387","South Dakota","Jackson ","SD",46071,6614
"2388","South Dakota","Jerauld ","SD",46073,4086
"2389","South Dakota","Jones ","SD",46075,1856
"2390","South Dakota","Kingsbury ","SD",46077,9838
"2391","South Dakota","Lake ","SD",46079,26114
"2392","South Dakota","Lawrence ","SD",46081,51482
"2393","South Dakota","Lincoln ","SD",46083,117614
"2394","South Dakota","Lyman ","SD",46085,7642
"2395","South Dakota","Marshall ","SD",46091,10224
"2396","South Dakota","McCook ","SD",46087,11092
"2397","South Dakota","McPherson ","SD",46089,4814
"2398","South Dakota","Meade ","SD",46093,56588
"2399","South Dakota","Mellette ","SD",46095,4084
"2400","South Dakota","Miner ","SD",46097,4426
"2401","South Dakota","Minnehaha ","SD",46099,385752
"2402","South Dakota","Moody ","SD",46101,13158
"2403","South Dakota","Oglala Lakota ","SD",46102,28618
"2404","South Dakota","Pennington ","SD",46103,223458
"2405","South Dakota","Perkins ","SD",46105,5844
"2406","South Dakota","Potter ","SD",46107,4414
"2407","South Dakota","Roberts ","SD",46109,20894
"2408","South Dakota","Sanborn ","SD",46111,4858
"2409","South Dakota","Spink ","SD",46115,12990
"2410","South Dakota","Stanley ","SD",46117,6044
"2411","South Dakota","Sully ","SD",46119,2784
"2412","South Dakota","Todd ","SD",46121,20566
"2413","South Dakota","Tripp ","SD",46123,10956
"2414","South Dakota","Turner ","SD",46125,16848
"2415","South Dakota","Union ","SD",46127,31238
"2416","South Dakota","Walworth ","SD",46129,11174
"2417","South Dakota","Yankton ","SD",46135,45738
"2418","South Dakota","Ziebach ","SD",46137,5484
"2419","Tennessee","Anderson ","TN",47001,152964
"2420","Tennessee","Bedford ","TN",47003,98076
"2421","Tennessee","Benton ","TN",47005,32368
"2422","Tennessee","Bledsoe ","TN",47007,29510
"2423","Tennessee","Blount ","TN",47009,262698
"2424","Tennessee","Bradley ","TN",47011,213454
"2425","Tennessee","Campbell ","TN",47013,79166
"2426","Tennessee","Cannon ","TN",47015,28924
"2427","Tennessee","Carroll ","TN",47017,56040
"2428","Tennessee","Carter ","TN",47019,112702
"2429","Tennessee","Cheatham ","TN",47021,80878
"2430","Tennessee","Chester ","TN",47023,34552
"2431","Tennessee","Claiborne ","TN",47025,63512
"2432","Tennessee","Clay ","TN",47027,15434
"2433","Tennessee","Cocke ","TN",47029,71548
"2434","Tennessee","Coffee ","TN",47031,111400
"2435","Tennessee","Crockett ","TN",47033,28656
"2436","Tennessee","Cumberland ","TN",47035,119346
"2437","Tennessee","Davidson ","TN",47037,1385174
"2438","Tennessee","Decatur ","TN",47039,23412
"2439","Tennessee","DeKalb ","TN",47041,40276
"2440","Tennessee","Dickson ","TN",47043,106892
"2441","Tennessee","Dyer ","TN",47045,74640
"2442","Tennessee","Fayette ","TN",47047,81014
"2443","Tennessee","Fentress ","TN",47049,36434
"2444","Tennessee","Franklin ","TN",47051,83780
"2445","Tennessee","Gibson ","TN",47053,98090
"2446","Tennessee","Giles ","TN",47055,59006
"2447","Tennessee","Grainger ","TN",47057,46290
"2448","Tennessee","Greene ","TN",47059,138174
"2449","Tennessee","Grundy ","TN",47061,26692
"2450","Tennessee","Hamblen ","TN",47063,129138
"2451","Tennessee","Hamilton ","TN",47065,728572
"2452","Tennessee","Hancock ","TN",47067,13098
"2453","Tennessee","Hardeman ","TN",47069,50440
"2454","Tennessee","Hardin ","TN",47071,51552
"2455","Tennessee","Hawkins ","TN",47073,113060
"2456","Tennessee","Haywood ","TN",47075,34670
"2457","Tennessee","Henderson ","TN",47077,55694
"2458","Tennessee","Henry ","TN",47079,64716
"2459","Tennessee","Hickman ","TN",47081,50126
"2460","Tennessee","Houston ","TN",47083,16526
"2461","Tennessee","Humphreys ","TN",47085,36972
"2462","Tennessee","Jackson ","TN",47087,23516
"2463","Tennessee","Jefferson ","TN",47089,108024
"2464","Tennessee","Johnson ","TN",47091,35556
"2465","Tennessee","Knox ","TN",47093,930578
"2466","Tennessee","Lake ","TN",47095,14822
"2467","Tennessee","Lauderdale ","TN",47097,51650
"2468","Tennessee","Lawrence ","TN",47099,87468
"2469","Tennessee","Lewis ","TN",47101,24172
"2470","Tennessee","Lincoln ","TN",47103,68234
"2471","Tennessee","Loudon ","TN",47105,106108
"2472","Tennessee","Macon ","TN",47111,48530
"2473","Tennessee","Madison ","TN",47113,195210
"2474","Tennessee","Marion ","TN",47115,57150
"2475","Tennessee","Marshall ","TN",47117,67366
"2476","Tennessee","Maury ","TN",47119,188680
"2477","Tennessee","McMinn ","TN",47107,106570
"2478","Tennessee","McNairy ","TN",47109,51664
"2479","Tennessee","Meigs ","TN",47121,24612
"2480","Tennessee","Monroe ","TN",47123,92714
"2481","Tennessee","Montgomery ","TN",47125,411900
"2482","Tennessee","Moore ","TN",47127,12822
"2483","Tennessee","Morgan ","TN",47129,43158
"2484","Tennessee","Obion ","TN",47131,60534
"2485","Tennessee","Overton ","TN",47133,44136
"2486","Tennessee","Perry ","TN",47135,16128
"2487","Tennessee","Pickett ","TN",47137,10164
"2488","Tennessee","Polk ","TN",47139,33796
"2489","Tennessee","Putnam ","TN",47141,157686
"2490","Tennessee","Rhea ","TN",47143,66088
"2491","Tennessee","Roane ","TN",47145,106280
"2492","Tennessee","Robertson ","TN",47147,142024
"2493","Tennessee","Rutherford ","TN",47149,649780
"2494","Tennessee","Scott ","TN",47151,44078
"2495","Tennessee","Sequatchie ","TN",47153,29752
"2496","Tennessee","Sevier ","TN",47155,195784
"2497","Tennessee","Shelby ","TN",47157,1871528
"2498","Tennessee","Smith ","TN",47159,39884
"2499","Tennessee","Stewart ","TN",47161,27122
"2500","Tennessee","Sullivan ","TN",47163,315336
"2501","Tennessee","Sumner ","TN",47165,374298
"2502","Tennessee","Tipton ","TN",47167,123162
"2503","Tennessee","Trousdale ","TN",47169,22024
"2504","Tennessee","Unicoi ","TN",47171,35522
"2505","Tennessee","Union ","TN",47173,39376
"2506","Tennessee","Van Buren ","TN",47175,11530
"2507","Tennessee","Warren ","TN",47177,81756
"2508","Tennessee","Washington ","TN",47179,257214
"2509","Tennessee","Wayne ","TN",47181,33116
"2510","Tennessee","Weakley ","TN",47183,66830
"2511","Tennessee","White ","TN",47185,54214
"2512","Tennessee","Williamson ","TN",47187,463458
"2513","Tennessee","Wilson ","TN",47189,281250
"2514","Texas","Anderson ","TX",48001,116114
"2515","Texas","Andrews ","TX",48003,36256
"2516","Texas","Angelina ","TX",48005,174184
"2517","Texas","Aransas ","TX",48007,47584
"2518","Texas","Archer ","TX",48009,17572
"2519","Texas","Armstrong ","TX",48011,3784
"2520","Texas","Atascosa ","TX",48013,100620
"2521","Texas","Austin ","TX",48015,59978
"2522","Texas","Bailey ","TX",48017,14054
"2523","Texas","Bandera ","TX",48019,45648
"2524","Texas","Bastrop ","TX",48021,173952
"2525","Texas","Baylor ","TX",48023,7164
"2526","Texas","Bee ","TX",48025,65174
"2527","Texas","Bell ","TX",48027,711284
"2528","Texas","Bexar ","TX",48029,3972098
"2529","Texas","Blanco ","TX",48031,23404
"2530","Texas","Borden ","TX",48033,1296
"2531","Texas","Bosque ","TX",48035,37382
"2532","Texas","Bowie ","TX",48037,188648
"2533","Texas","Brazoria ","TX",48039,740400
"2534","Texas","Brazos ","TX",48041,453516
"2535","Texas","Brewster ","TX",48043,18534
"2536","Texas","Briscoe ","TX",48045,3032
"2537","Texas","Brooks ","TX",48047,14228
"2538","Texas","Brown ","TX",48049,75848
"2539","Texas","Burleson ","TX",48051,36778
"2540","Texas","Burnet ","TX",48053,95084
"2541","Texas","Caldwell ","TX",48055,86494
"2542","Texas","Calhoun ","TX",48057,43122
"2543","Texas","Callahan ","TX",48059,27988
"2544","Texas","Cameron ","TX",48061,847816
"2545","Texas","Camp ","TX",48063,26066
"2546","Texas","Carson ","TX",48065,12010
"2547","Texas","Cass ","TX",48067,60238
"2548","Texas","Castro ","TX",48069,15330
"2549","Texas","Chambers ","TX",48071,84908
"2550","Texas","Cherokee ","TX",48073,105184
"2551","Texas","Childress ","TX",48075,14582
"2552","Texas","Clay ","TX",48077,20912
"2553","Texas","Cochran ","TX",48079,5672
"2554","Texas","Coke ","TX",48081,6740
"2555","Texas","Coleman ","TX",48083,16794
"2556","Texas","Collin ","TX",48085,2010292
"2557","Texas","Collingsworth ","TX",48087,5924
"2558","Texas","Colorado ","TX",48089,42434
"2559","Texas","Comal ","TX",48091,296746
"2560","Texas","Comanche ","TX",48093,27068
"2561","Texas","Concho ","TX",48095,8552
"2562","Texas","Cooke ","TX",48097,81148
"2563","Texas","Coryell ","TX",48099,149616
"2564","Texas","Cottle ","TX",48101,2778
"2565","Texas","Crane ","TX",48103,9588
"2566","Texas","Crockett ","TX",48105,6998
"2567","Texas","Crosby ","TX",48107,11558
"2568","Texas","Culberson ","TX",48109,4408
"2569","Texas","Dallam ","TX",48111,14400
"2570","Texas","Dallas ","TX",48113,5275544
"2571","Texas","Dawson ","TX",48115,25238
"2572","Texas","Deaf Smith ","TX",48117,37520
"2573","Texas","Delta ","TX",48119,10698
"2574","Texas","Denton ","TX",48121,1718128
"2575","Texas","DeWitt ","TX",48123,40374
"2576","Texas","Dickens ","TX",48125,4498
"2577","Texas","Dimmit ","TX",48127,20616
"2578","Texas","Donley ","TX",48129,6638
"2579","Texas","Duval ","TX",48131,22424
"2580","Texas","Eastland ","TX",48133,36644
"2581","Texas","Ector ","TX",48135,324248
"2582","Texas","Edwards ","TX",48137,3856
"2583","Texas","El Paso ","TX",48141,1681516
"2584","Texas","Ellis ","TX",48139,358872
"2585","Texas","Erath ","TX",48143,84892
"2586","Texas","Falls ","TX",48145,34670
"2587","Texas","Fannin ","TX",48147,70572
"2588","Texas","Fayette ","TX",48149,50698
"2589","Texas","Fisher ","TX",48151,7678
"2590","Texas","Floyd ","TX",48153,11674
"2591","Texas","Foard ","TX",48155,2400
"2592","Texas","Fort Bend ","TX",48157,1575716
"2593","Texas","Franklin ","TX",48159,21532
"2594","Texas","Freestone ","TX",48161,39616
"2595","Texas","Frio ","TX",48163,39632
"2596","Texas","Gaines ","TX",48165,41802
"2597","Texas","Galveston ","TX",48167,675780
"2598","Texas","Garza ","TX",48169,13156
"2599","Texas","Gillespie ","TX",48171,53608
"2600","Texas","Glasscock ","TX",48173,2776
"2601","Texas","Goliad ","TX",48175,15168
"2602","Texas","Gonzales ","TX",48177,41652
"2603","Texas","Gray ","TX",48179,43790
"2604","Texas","Grayson ","TX",48181,267982
"2605","Texas","Gregg ","TX",48183,247414
"2606","Texas","Grimes ","TX",48185,56720
"2607","Texas","Guadalupe ","TX",48187,327388
"2608","Texas","Hale ","TX",48189,67660
"2609","Texas","Hall ","TX",48191,6056
"2610","Texas","Hamilton ","TX",48193,16968
"2611","Texas","Hansford ","TX",48195,10926
"2612","Texas","Hardeman ","TX",48197,7844
"2613","Texas","Hardin ","TX",48199,114414
"2614","Texas","Harris ","TX",48201,9397238
"2615","Texas","Harrison ","TX",48203,133452
"2616","Texas","Hartley ","TX",48205,11238
"2617","Texas","Haskell ","TX",48207,11626
"2618","Texas","Hays ","TX",48209,445262
"2619","Texas","Hemphill ","TX",48211,7650
"2620","Texas","Henderson ","TX",48213,164598
"2621","Texas","Hidalgo ","TX",48215,1731878
"2622","Texas","Hill ","TX",48217,72708
"2623","Texas","Hockley ","TX",48219,45960
"2624","Texas","Hood ","TX",48221,121074
"2625","Texas","Hopkins ","TX",48223,73620
"2626","Texas","Houston ","TX",48225,46338
"2627","Texas","Howard ","TX",48227,72918
"2628","Texas","Hudspeth ","TX",48229,9590
"2629","Texas","Hunt ","TX",48231,192986
"2630","Texas","Hutchinson ","TX",48233,42396
"2631","Texas","Irion ","TX",48235,3044
"2632","Texas","Jack ","TX",48237,17686
"2633","Texas","Jackson ","TX",48239,29748
"2634","Texas","Jasper ","TX",48241,71744
"2635","Texas","Jeff Davis ","TX",48243,4504
"2636","Texas","Jefferson ","TX",48245,510002
"2637","Texas","Jim Hogg ","TX",48247,10496
"2638","Texas","Jim Wells ","TX",48249,81644
"2639","Texas","Johnson ","TX",48251,342722
"2640","Texas","Jones ","TX",48253,39634
"2641","Texas","Karnes ","TX",48255,31300
"2642","Texas","Kaufman ","TX",48257,257244
"2643","Texas","Kendall ","TX",48259,91282
"2644","Texas","Kenedy ","TX",48261,884
"2645","Texas","Kent ","TX",48263,1452
"2646","Texas","Kerr ","TX",48265,104810
"2647","Texas","Kimble ","TX",48267,8724
"2648","Texas","King ","TX",48269,554
"2649","Texas","Kinney ","TX",48271,7534
"2650","Texas","Kleberg ","TX",48273,62258
"2651","Texas","Knox ","TX",48275,7306
"2652","Texas","La Salle ","TX",48283,15062
"2653","Texas","Lamar ","TX",48277,99456
"2654","Texas","Lamb ","TX",48279,26316
"2655","Texas","Lampasas ","TX",48281,42458
"2656","Texas","Lavaca ","TX",48285,40220
"2657","Texas","Lee ","TX",48287,34288
"2658","Texas","Leon ","TX",48289,34540
"2659","Texas","Liberty ","TX",48291,172646
"2660","Texas","Limestone ","TX",48293,47038
"2661","Texas","Lipscomb ","TX",48295,6710
"2662","Texas","Live Oak ","TX",48297,24332
"2663","Texas","Llano ","TX",48299,43292
"2664","Texas","Loving ","TX",48301,304
"2665","Texas","Lubbock ","TX",48303,614824
"2666","Texas","Lynn ","TX",48305,11754
"2667","Texas","Madison ","TX",48313,28844
"2668","Texas","Marion ","TX",48315,19856
"2669","Texas","Martin ","TX",48317,11506
"2670","Texas","Mason ","TX",48319,8560
"2671","Texas","Matagorda ","TX",48321,73104
"2672","Texas","Maverick ","TX",48323,116970
"2673","Texas","McCulloch ","TX",48307,15974
"2674","Texas","McLennan ","TX",48309,509214
"2675","Texas","McMullen ","TX",48311,1498
"2676","Texas","Medina ","TX",48325,101842
"2677","Texas","Menard ","TX",48327,4278
"2678","Texas","Midland ","TX",48329,345156
"2679","Texas","Milam ","TX",48331,50262
"2680","Texas","Mills ","TX",48333,9842
"2681","Texas","Mitchell ","TX",48335,16290
"2682","Texas","Montague ","TX",48337,39192
"2683","Texas","Montgomery ","TX",48339,1181850
"2684","Texas","Moore ","TX",48341,42970
"2685","Texas","Morris ","TX",48343,24678
"2686","Texas","Motley ","TX",48345,2468
"2687","Texas","Nacogdoches ","TX",48347,131422
"2688","Texas","Navarro ","TX",48349,99130
"2689","Texas","Newton ","TX",48351,27492
"2690","Texas","Nolan ","TX",48353,29502
"2691","Texas","Nueces ","TX",48355,724530
"2692","Texas","Ochiltree ","TX",48357,19894
"2693","Texas","Oldham ","TX",48359,4262
"2694","Texas","Orange ","TX",48361,167144
"2695","Texas","Palo Pinto ","TX",48363,57750
"2696","Texas","Panola ","TX",48365,46296
"2697","Texas","Parker ","TX",48367,276742
"2698","Texas","Parmer ","TX",48369,19728
"2699","Texas","Pecos ","TX",48371,31346
"2700","Texas","Polk ","TX",48373,100062
"2701","Texas","Potter ","TX",48375,239296
"2702","Texas","Presidio ","TX",48377,13896
"2703","Texas","Rains ","TX",48379,24318
"2704","Texas","Randall ","TX",48381,272542
"2705","Texas","Reagan ","TX",48383,7482
"2706","Texas","Real ","TX",48385,6956
"2707","Texas","Red River ","TX",48387,24350
"2708","Texas","Reeves ","TX",48389,31390
"2709","Texas","Refugio ","TX",48391,14064
"2710","Texas","Roberts ","TX",48393,1806
"2711","Texas","Robertson ","TX",48395,34568
"2712","Texas","Rockwall ","TX",48397,201314
"2713","Texas","Runnels ","TX",48399,20468
"2714","Texas","Rusk ","TX",48401,108900
"2715","Texas","Sabine ","TX",48403,21178
"2716","Texas","San Augustine ","TX",48405,16464
"2717","Texas","San Jacinto ","TX",48407,57438
"2718","Texas","San Patricio ","TX",48409,133786
"2719","Texas","San Saba ","TX",48411,12108
"2720","Texas","Schleicher ","TX",48413,5790
"2721","Texas","Scurry ","TX",48415,33732
"2722","Texas","Shackelford ","TX",48417,6506
"2723","Texas","Shelby ","TX",48419,50836
"2724","Texas","Sherman ","TX",48421,6158
"2725","Texas","Smith ","TX",48423,460442
"2726","Texas","Somervell ","TX",48425,18032
"2727","Texas","Starr ","TX",48427,129050
"2728","Texas","Stephens ","TX",48429,18866
"2729","Texas","Sterling ","TX",48431,2622
"2730","Texas","Stonewall ","TX",48433,2724
"2731","Texas","Sutton ","TX",48435,7516
"2732","Texas","Swisher ","TX",48437,14924
"2733","Texas","Tarrant ","TX",48439,4169862
"2734","Texas","Taylor ","TX",48441,275280
"2735","Texas","Terrell ","TX",48443,1646
"2736","Texas","Terry ","TX",48445,24574
"2737","Texas","Throckmorton ","TX",48447,3030
"2738","Texas","Titus ","TX",48449,66066
"2739","Texas","Tom Green ","TX",48451,236378
"2740","Texas","Travis ","TX",48453,2497486
"2741","Texas","Trinity ","TX",48455,29480
"2742","Texas","Tyler ","TX",48457,43392
"2743","Texas","Upshur ","TX",48459,82520
"2744","Texas","Upton ","TX",48461,7342
"2745","Texas","Uvalde ","TX",48463,53692
"2746","Texas","Val Verde ","TX",48465,98416
"2747","Texas","Van Zandt ","TX",48467,112038
"2748","Texas","Victoria ","TX",48469,184070
"2749","Texas","Walker ","TX",48471,144960
"2750","Texas","Waller ","TX",48473,106252
"2751","Texas","Ward ","TX",48475,23440
"2752","Texas","Washington ","TX",48477,70216
"2753","Texas","Webb ","TX",48479,551820
"2754","Texas","Wharton ","TX",48481,83238
"2755","Texas","Wheeler ","TX",48483,10382
"2756","Texas","Wichita ","TX",48485,264128
"2757","Texas","Wilbarger ","TX",48487,25640
"2758","Texas","Willacy ","TX",48489,43030
"2759","Texas","Williamson ","TX",48491,1133438
"2760","Texas","Wilson ","TX",48493,100448
"2761","Texas","Winkler ","TX",48495,15440
"2762","Texas","Wise ","TX",48497,136610
"2763","Texas","Wood ","TX",48499,90258
"2764","Texas","Yoakum ","TX",48501,17182
"2765","Texas","Young ","TX",48503,36090
"2766","Texas","Zapata ","TX",48505,28380
"2767","Texas","Zavala ","TX",48507,23966
"2768","Utah","Beaver ","UT",49001,13160
"2769","Utah","Box Elder ","UT",49003,109900
"2770","Utah","Cache ","UT",49005,254136
"2771","Utah","Carbon ","UT",49007,40538
"2772","Utah","Daggett ","UT",49009,1960
"2773","Utah","Davis ","UT",49011,703426
"2774","Utah","Duchesne ","UT",49013,39928
"2775","Utah","Emery ","UT",49015,20028
"2776","Utah","Garfield ","UT",49017,10160
"2777","Utah","Grand ","UT",49019,19528
"2778","Utah","Iron ","UT",49021,105550
"2779","Utah","Juab ","UT",49023,23110
"2780","Utah","Kane ","UT",49025,15418
"2781","Utah","Millard ","UT",49027,26012
"2782","Utah","Morgan ","UT",49029,24090
"2783","Utah","Piute ","UT",49031,2890
"2784","Utah","Rich ","UT",49033,4928
"2785","Utah","Salt Lake ","UT",49035,2305266
"2786","Utah","San Juan ","UT",49037,30898
"2787","Utah","Sanpete ","UT",49039,61246
"2788","Utah","Sevier ","UT",49041,43078
"2789","Utah","Summit ","UT",49043,83866
"2790","Utah","Tooele ","UT",49045,139814
"2791","Utah","Uintah ","UT",49047,70876
"2792","Utah","Utah ","UT",49049,1244426
"2793","Utah","Wasatch ","UT",49051,66480
"2794","Utah","Washington ","UT",49053,343400
"2795","Utah","Wayne ","UT",49055,5380
"2796","Utah","Weber ","UT",49057,512718
"2797","Vermont","Addison ","VT",50001,73946
"2798","Vermont","Bennington ","VT",50003,71262
"2799","Vermont","Caledonia ","VT",50005,60604
"2800","Vermont","Chittenden ","VT",50007,329144
"2801","Vermont","Essex ","VT",50009,12500
"2802","Vermont","Franklin ","VT",50011,98842
"2803","Vermont","Grand Isle ","VT",50013,14180
"2804","Vermont","Lamoille ","VT",50015,50600
"2805","Vermont","Orange ","VT",50017,57998
"2806","Vermont","Orleans ","VT",50019,53814
"2807","Vermont","Rutland ","VT",50021,117344
"2808","Vermont","Washington ","VT",50023,116280
"2809","Vermont","Windham ","VT",50025,85512
"2810","Vermont","Windsor ","VT",50027,110572
"2811","Virginia","Accomack ","VA",51001,64824
"2812","Virginia","Albemarle ","VA",51003,217436
"2813","Virginia","Alexandri","VA",51510,321060
"2814","Virginia","Alleghany ","VA",51005,29820
"2815","Virginia","Amelia ","VA",51007,26026
"2816","Virginia","Amherst ","VA",51009,63332
"2817","Virginia","Appomattox ","VA",51011,31682
"2818","Virginia","Arlington ","VA",51013,475042
"2819","Virginia","Augusta ","VA",51015,150914
"2820","Virginia","Bath ","VA",51017,8584
"2821","Virginia","Bedford ","VA",51019,157494
"2822","Virginia","Bland ","VA",51021,12586
"2823","Virginia","Botetourt ","VA",51023,66554
"2824","Virginia","Bristo","VA",51520,32964
"2825","Virginia","Brunswick ","VA",51025,32768
"2826","Virginia","Buchanan ","VA",51027,42442
"2827","Virginia","Buckingham ","VA",51029,33998
"2828","Virginia","Buena Vist","VA",51530,12474
"2829","Virginia","Campbell ","VA",51031,109946
"2830","Virginia","Caroline ","VA",51033,61544
"2831","Virginia","Carroll ","VA",51035,59272
"2832","Virginia","Charles City ","VA",51036,13882
"2833","Virginia","Charlotte ","VA",51037,23876
"2834","Virginia","Charlottesvill","VA",51540,96234
"2835","Virginia","Chesapeak","VA",51550,485268
"2836","Virginia","Chesterfield ","VA",51041,697112
"2837","Virginia","Clarke ","VA",51043,29046
"2838","Virginia","Colonial Height","VA",51570,35666
"2839","Virginia","Covingto","VA",51580,10920
"2840","Virginia","Craig ","VA",51045,10128
"2841","Virginia","Culpeper ","VA",51047,103718
"2842","Virginia","Cumberland ","VA",51049,19618
"2843","Virginia","Danvill","VA",51590,81386
"2844","Virginia","Dickenson ","VA",51051,29046
"2845","Virginia","Dinwiddie ","VA",51053,57058
"2846","Virginia","Empori","VA",51595,10242
"2847","Virginia","Essex ","VA",51057,21838
"2848","Virginia","Fairfa","VA",51600,49148
"2849","Virginia","Fairfax ","VA",51059,2301590
"2850","Virginia","Falls Churc","VA",51610,29544
"2851","Virginia","Fauquier ","VA",51061,141350
"2852","Virginia","Floyd ","VA",51063,31590
"2853","Virginia","Fluvanna ","VA",51065,53566
"2854","Virginia","Frankli","VA",51620,16026
"2855","Virginia","Franklin ","VA",51067,112390
"2856","Virginia","Frederick ","VA",51069,176710
"2857","Virginia","Fredericksbur","VA",51630,58288
"2858","Virginia","Gala","VA",51640,12846
"2859","Virginia","Giles ","VA",51071,33688
"2860","Virginia","Gloucester ","VA",51073,74698
"2861","Virginia","Goochland ","VA",51075,46488
"2862","Virginia","Grayson ","VA",51077,31262
"2863","Virginia","Greene ","VA",51079,39558
"2864","Virginia","Greensville ","VA",51081,23254
"2865","Virginia","Halifax ","VA",51083,68240
"2866","Virginia","Hampto","VA",51650,268626
"2867","Virginia","Hanover ","VA",51085,214478
"2868","Virginia","Harrisonbur","VA",51660,108066
"2869","Virginia","Henrico ","VA",51087,658522
"2870","Virginia","Henry ","VA",51089,101906
"2871","Virginia","Highland ","VA",51091,4420
"2872","Virginia","Hopewel","VA",51670,45192
"2873","Virginia","Isle of Wight ","VA",51093,73906
"2874","Virginia","James City ","VA",51095,152794
"2875","Virginia","King and Queen ","VA",51097,14084
"2876","Virginia","King George ","VA",51099,53150
"2877","Virginia","King William ","VA",51101,33878
"2878","Virginia","Lancaster ","VA",51103,21566
"2879","Virginia","Lee ","VA",51105,47082
"2880","Virginia","Lexingto","VA",51678,14272
"2881","Virginia","Loudoun ","VA",51107,813700
"2882","Virginia","Louisa ","VA",51109,73556
"2883","Virginia","Lunenburg ","VA",51111,24172
"2884","Virginia","Lynchbur","VA",51680,164252
"2885","Virginia","Madison ","VA",51113,26590
"2886","Virginia","Manassa","VA",51683,83282
"2887","Virginia","Manassas Par","VA",51685,34614
"2888","Virginia","Martinsvill","VA",51690,25804
"2889","Virginia","Mecklenburg ","VA",51117,61300
"2890","Virginia","Middlesex ","VA",51119,21538
"2891","Virginia","Montgomery ","VA",51121,197970
"2892","Virginia","Nelson ","VA",51125,29672
